Cell_ID,Timestamp,Machine,Shift,Operator,Recipe,Batch_ID,Cell_Type,Voltage,Current,Temperature
100283,2026-01-02 07:35:00,M5,Day,OP09,R1,B001,4680-B,3.661,46.33,26.94
100284,2026-01-02 07:40:00,M6,Day,OP11,R3,B001,4680-B,3.716,52.26,26.73
100285,2026-01-02 07:45:00,M7,Day,OP11,R2,B001,4680-A,3.655,49.41,29.86
100286,2026-01-02 07:50:00,M4,Day,OP08,R1,B001,4680-B,3.699,48.61,26.9
100287,2026-01-02 07:55:00,M4,Day,OP11,R1,B001,4680-B,3.726,53.39,24.97
100288,2026-01-02 08:00:00,M5,Day,OP11,R2,B001,4680-A,3.668,48.86,26.77
100289,2026-01-02 08:05:00,M3,Day,OP01,R1,B001,4680-B,3.7,54.03,28.67
100290,2026-01-02 08:10:00,M8,Day,OP02,R1,B001,4680-A,3.656,43.86,27.65
100291,2026-01-02 08:15:00,M3,Day,OP07,R2,B001,4680-B,3.679,53.38,26.54
100292,2026-01-02 08:20:00,M7,Day,OP10,R3,B001,4680-A,3.687,47.95,29.96
100293,2026-01-02 08:25:00,M7,Day,OP11,R1,B001,4680-B,3.756,46.41,33.38
100294,2026-01-02 08:30:00,M7,Day,OP05,R1,B001,4680-B,3.711,50.05,30.02
100295,2026-01-02 08:35:00,M4,Day,OP08,R2,B001,4680-A,3.698,46.92,31.69
100296,2026-01-02 08:40:00,M6,Day,OP02,R3,B001,4680-B,3.713,50.46,29.18
100297,2026-01-02 08:45:00,M6,Day,OP01,R2,B001,4680-B,3.712,51.51,29.01
100298,2026-01-02 08:50:00,M4,Day,OP02,R2,B001,4680-A,3.699,47.5,30.76
100299,2026-01-02 08:55:00,M4,Day,OP11,R3,B001,4680-A,3.716,45.55,28.29
100300,2026-01-02 09:00:00,M1,Day,OP06,R1,B001,4680-A,3.668,48.09,28.74
100301,2026-01-02 09:05:00,M4,Day,OP02,R3,B001,4680-A,3.686,48.14,30.56
100302,2026-01-02 09:10:00,M4,Day,OP04,R2,B001,4680-A,3.702,49.94,25.28
100303,2026-01-02 09:15:00,M1,Day,OP05,R1,B001,4680-A,3.671,48.66,32.33
100304,2026-01-02 09:20:00,M5,Day,OP03,R1,B001,4680-A,3.727,47.71,28.5
100305,2026-01-02 09:25:00,M3,Day,OP01,R2,B001,4680-A,3.698,48.56,28.56
100306,2026-01-02 09:30:00,M6,Day,OP01,R1,B001,4680-B,3.686,51.22,27.11
100307,2026-01-02 09:35:00,M1,Day,OP03,R3,B001,4680-B,3.684,45.9,25.95
100308,2026-01-02 09:40:00,M2,Day,OP12,R1,B001,4680-B,3.634,46.32,30.39
100309,2026-01-02 09:45:00,M8,Day,OP06,R3,B001,4680-A,3.727,47.8,28.75
100310,2026-01-02 09:50:00,M8,Day,OP09,R1,B001,4680-A,3.736,43.66,26.89
100311,2026-01-02 09:55:00,M5,Day,OP08,R3,B001,4680-A,3.693,46.49,23.6
100312,2026-01-02 10:00:00,M1,Day,OP08,R2,B001,4680-B,3.701,48.73,25.96
100313,2026-01-02 10:05:00,M2,Day,OP08,R3,B001,4680-B,3.642,50.62,26.87
100314,2026-01-02 10:10:00,M2,Day,OP02,R2,B001,4680-A,3.677,53.54,29.3
100315,2026-01-02 10:15:00,M2,Day,OP03,R2,B001,4680-B,3.634,45.92,25.86
100316,2026-01-02 10:20:00,M7,Day,OP10,R3,B001,4680-B,3.687,47.28,30.91
100317,2026-01-02 10:25:00,M8,Day,OP09,R3,B001,4680-B,3.642,52.33,28.7
100318,2026-01-02 10:30:00,M2,Day,OP12,R1,B001,4680-A,3.714,49.03,27.84
100319,2026-01-02 10:35:00,M7,Day,OP08,R1,B001,4680-B,3.697,49.34,31.91
100320,2026-01-02 10:40:00,M6,Day,OP08,R2,B001,4680-B,3.72,48.59,29.29
100321,2026-01-02 10:45:00,M2,Day,OP06,R2,B001,4680-B,3.677,52.32,29.42
100322,2026-01-02 10:50:00,M5,Day,OP06,R1,B001,4680-B,3.734,47.88,26.65
100323,2026-01-02 10:55:00,M2,Day,OP02,R1,B001,4680-A,3.684,45.96,25.14
100324,2026-01-02 11:00:00,M7,Day,OP02,R3,B001,4680-B,3.66,46.66,32.68
100325,2026-01-02 11:05:00,M3,Day,OP09,R1,B001,4680-B,3.666,40.73,24.22
100326,2026-01-02 11:10:00,M2,Day,OP07,R2,B001,4680-B,3.703,50.36,24.83
100327,2026-01-02 11:15:00,M1,Day,OP05,R3,B001,4680-B,3.651,47.86,28.85
100328,2026-01-02 11:20:00,M6,Day,OP02,R3,B001,4680-A,3.645,52.51,27.99
100329,2026-01-02 11:25:00,M3,Day,OP11,R2,B001,4680-A,3.673,48.08,29.75
100330,2026-01-02 11:30:00,M2,Day,OP06,R3,B001,4680-B,3.619,47.26,28.42
100331,2026-01-02 11:35:00,M2,Day,OP05,R3,B001,4680-A,3.65,47.16,26.64
100332,2026-01-02 11:40:00,M7,Day,OP09,R3,B001,4680-A,3.699,46.29,34.6
100333,2026-01-02 11:45:00,M5,Day,OP01,R1,B001,4680-B,3.722,50.77,29.15
100334,2026-01-02 11:50:00,M5,Day,OP06,R2,B001,4680-A,3.661,50.09,28.12
100335,2026-01-02 11:55:00,M3,Day,OP03,R3,B001,4680-B,3.707,49.91,28.79
100336,2026-01-02 12:00:00,M2,Day,OP03,R3,B001,4680-A,3.664,51.95,30.1
100337,2026-01-02 12:05:00,M2,Day,OP12,R3,B001,4680-A,3.742,45.93,28.4
100338,2026-01-02 12:10:00,M7,Day,OP07,R2,B001,4680-B,3.686,46.05,34.47
100339,2026-01-02 12:15:00,M3,Day,OP06,R2,B001,4680-B,3.67,49.27,27.03
100340,2026-01-02 12:20:00,M2,Day,OP01,R1,B001,4680-A,3.663,47.93,29.05
100341,2026-01-02 12:25:00,M1,Day,OP11,R1,B001,4680-B,3.732,49.31,32.28
100342,2026-01-02 12:30:00,M8,Day,OP11,R2,B001,4680-B,3.684,49.84,28.08
100343,2026-01-02 12:35:00,M8,Day,OP07,R2,B001,4680-A,3.672,42.99,25.95
100344,2026-01-02 12:40:00,M2,Day,OP06,R2,B001,4680-A,3.699,46.55,28.8
100345,2026-01-02 12:45:00,M5,Day,OP11,R3,B001,4680-B,3.643,43.61,31.15
100346,2026-01-02 12:50:00,M5,Day,OP01,R1,B001,4680-B,3.711,53.05,28.45
100347,2026-01-02 12:55:00,M1,Day,OP01,R1,B001,4680-B,3.712,47.88,27.08
100348,2026-01-02 13:00:00,M4,Day,OP03,R2,B001,4680-B,3.707,49.96,27.65
100349,2026-01-02 13:05:00,M6,Day,OP02,R1,B001,4680-B,3.724,52.14,24.85
100350,2026-01-02 13:10:00,M7,Day,OP03,R1,B001,4680-B,3.692,49.48,29.75
100351,2026-01-02 13:15:00,M4,Day,OP09,R3,B001,4680-B,3.663,45.99,28.52
100352,2026-01-02 13:20:00,M2,Day,OP07,R3,B001,4680-A,3.715,49.63,27.95
100353,2026-01-02 13:25:00,M7,Day,OP01,R2,B001,4680-A,3.703,39.45,30.26
100354,2026-01-02 13:30:00,M6,Day,OP10,R2,B001,4680-B,3.628,46.91,30.3
100355,2026-01-02 13:35:00,M7,Day,OP05,R1,B001,4680-B,3.641,51.48,28.76
100356,2026-01-02 13:40:00,M1,Day,OP06,R1,B001,4680-B,3.69,47.86,27.06
100357,2026-01-02 13:45:00,M6,Day,OP02,R2,B001,4680-A,3.682,44.15,28.95
100358,2026-01-02 13:50:00,M4,Day,OP07,R3,B001,4680-B,3.665,43.33,29.99
100359,2026-01-02 13:55:00,M2,Day,OP07,R2,B001,4680-B,3.725,50.55,27.14
100360,2026-01-02 14:00:00,M4,Day,OP06,R1,B001,4680-A,3.67,47.04,27.3
100361,2026-01-02 14:05:00,M2,Day,OP09,R3,B001,4680-A,3.691,49.29,32.15
100362,2026-01-02 14:10:00,M6,Day,OP06,R3,B001,4680-A,3.687,47.22,30.06
100363,2026-01-02 14:15:00,M4,Day,OP02,R1,B001,4680-B,3.678,47.89,27.61
100364,2026-01-02 14:20:00,M4,Day,OP03,R3,B001,4680-A,3.682,50.2,29.46
100365,2026-01-02 14:25:00,M2,Day,OP03,R3,B001,4680-B,3.682,42.01,27.84
100366,2026-01-02 14:30:00,M8,Day,OP10,R3,B001,4680-B,3.69,50.99,29.83
100367,2026-01-02 14:35:00,M6,Day,OP11,R2,B001,4680-A,3.743,47.58,22.21
100368,2026-01-02 14:40:00,M8,Day,OP02,R2,B001,4680-B,3.649,49.84,30.22
100369,2026-01-02 14:45:00,M5,Day,OP05,R3,B001,4680-A,3.661,53.74,25.89
100370,2026-01-02 14:50:00,M6,Day,OP09,R1,B001,4680-B,3.687,50.61,27.62
100371,2026-01-02 14:55:00,M8,Day,OP08,R1,B001,4680-A,3.685,49.09,28.99
100372,2026-01-02 15:00:00,M6,Day,OP05,R1,B001,4680-A,3.678,48.6,32.81
100373,2026-01-02 15:05:00,M7,Day,OP08,R3,B001,4680-A,3.713,51.56,33.1
100374,2026-01-02 15:10:00,M8,Day,OP10,R3,B001,4680-A,3.646,52.9,29.28
100375,2026-01-02 15:15:00,M6,Day,OP10,R2,B001,4680-A,3.689,45.74,25.71
100376,2026-01-02 15:20:00,M1,Day,OP08,R1,B001,4680-B,3.69,48.96,27.87
100377,2026-01-02 15:25:00,M2,Day,OP09,R3,B001,4680-A,3.728,49.36,28.84
100378,2026-01-02 15:30:00,M1,Day,OP04,R3,B001,4680-B,3.709,51.57,27.51
100379,2026-01-02 15:35:00,M8,Day,OP09,R3,B001,4680-A,3.698,50.1,25.54
100380,2026-01-02 15:40:00,M6,Day,OP06,R2,B001,4680-B,3.721,47.55,27.4
100381,2026-01-02 15:45:00,M7,Day,OP06,R3,B001,4680-A,3.675,48.05,31.25
100382,2026-01-02 15:50:00,M6,Day,OP02,R2,B001,4680-A,3.637,52.78,25.81
100383,2026-01-02 15:55:00,M7,Day,OP05,R2,B001,4680-A,3.65,41.54,29.31
100384,2026-01-02 16:00:00,M6,Day,OP02,R3,B001,4680-A,3.64,52.93,26.72
100385,2026-01-02 16:05:00,M6,Day,OP05,R3,B001,4680-B,3.659,54.76,30.02
100386,2026-01-02 16:10:00,M3,Day,OP10,R3,B001,4680-A,3.67,40.5,29.96
100387,2026-01-02 16:15:00,M5,Day,OP09,R2,B001,4680-B,3.638,43.06,32.58
100388,2026-01-02 16:20:00,M3,Day,OP11,R3,B001,4680-A,3.753,52.15,30.05
100389,2026-01-02 16:25:00,M7,Day,OP09,R2,B001,4680-A,3.698,50.56,32.13
100390,2026-01-02 16:30:00,M6,Day,OP05,R1,B001,4680-A,3.688,48.31,29.52
100391,2026-01-02 16:35:00,M6,Day,OP08,R1,B001,4680-A,3.657,47.16,27.87
100392,2026-01-02 16:40:00,M3,Day,OP03,R1,B001,4680-B,3.677,45.03,24.61
100393,2026-01-02 16:45:00,M2,Day,OP09,R3,B001,4680-A,3.685,52.18,25.79
100394,2026-01-02 16:50:00,M6,Day,OP10,R1,B001,4680-B,3.633,45.03,29.84
100395,2026-01-02 16:55:00,M3,Day,OP03,R1,B001,4680-A,3.651,47.33,29.88
100396,2026-01-02 17:00:00,M8,Day,OP01,R2,B001,4680-B,3.651,48.32,29.1
100397,2026-01-02 17:05:00,M4,Day,OP08,R3,B001,4680-B,3.662,48.96,25.33
100398,2026-01-02 17:10:00,M8,Day,OP04,R3,B001,4680-A,3.693,47.94,24.81
100399,2026-01-02 17:15:00,M5,Day,OP08,R1,B001,4680-B,3.687,52.09,29.1
100400,2026-01-02 17:20:00,M8,Day,OP08,R2,B001,4680-B,3.667,48.37,28.25
100401,2026-01-02 17:25:00,M7,Day,OP03,R1,B001,4680-A,3.681,48.12,32.09
100402,2026-01-02 17:30:00,M5,Day,OP01,R3,B001,4680-B,3.66,43.79,26.6
100403,2026-01-02 17:35:00,M6,Day,OP09,R1,B001,4680-A,3.643,45.92,31.5
100404,2026-01-02 17:40:00,M5,Day,OP02,R1,B001,4680-B,3.707,47.12,26.56
100405,2026-01-02 17:45:00,M8,Day,OP09,R1,B001,4680-B,3.66,48.84,30.5
100406,2026-01-02 17:50:00,M2,Day,OP04,R2,B001,4680-B,3.744,44.44,26.33
100407,2026-01-02 17:55:00,M1,Day,OP07,R1,B001,4680-B,3.699,49.24,28.62
100408,2026-01-02 18:00:00,M6,Night,OP04,R2,B001,4680-A,3.676,48.13,27.63
100409,2026-01-02 18:05:00,M6,Night,OP04,R1,B001,4680-B,3.709,54.63,27.71
100410,2026-01-02 18:10:00,M2,Night,OP12,R3,B001,4680-B,3.639,47.74,26.89
100411,2026-01-02 18:15:00,M3,Night,OP03,R1,B001,4680-B,3.656,52.92,33.16
100412,2026-01-02 18:20:00,M8,Night,OP12,R1,B001,4680-B,3.663,49.71,31.36
100413,2026-01-02 18:25:00,M8,Night,OP10,R1,B001,4680-A,3.669,47.39,31.26
100414,2026-01-02 18:30:00,M1,Night,OP05,R1,B001,4680-A,3.65,46.05,26.84
100415,2026-01-02 18:35:00,M7,Night,OP02,R2,B001,4680-A,3.681,45.69,28.55
100416,2026-01-02 18:40:00,M5,Night,OP02,R1,B001,4680-A,3.633,48.99,28.47
100417,2026-01-02 18:45:00,M7,Night,OP11,R3,B001,4680-B,3.62,49.12,32.67
100418,2026-01-02 18:50:00,M2,Night,OP02,R2,B001,4680-A,3.644,53.02,30.46
100419,2026-01-02 18:55:00,M4,Night,OP12,R1,B001,4680-B,3.659,47.83,28.84
100420,2026-01-02 19:00:00,M7,Night,OP01,R3,B001,4680-B,3.682,49.62,32.12
100421,2026-01-02 19:05:00,M4,Night,OP10,R2,B001,4680-A,3.685,43.76,26.16
100422,2026-01-02 19:10:00,M2,Night,OP09,R2,B001,4680-A,3.653,45.79,27.78
100423,2026-01-02 19:15:00,M1,Night,OP07,R2,B001,4680-A,3.713,49.83,30.47
100424,2026-01-02 19:20:00,M7,Night,OP06,R2,B001,4680-A,3.671,51.64,28.82
100425,2026-01-02 19:25:00,M6,Night,OP02,R2,B001,4680-A,3.75,49.18,28.28
100426,2026-01-02 19:30:00,M2,Night,OP10,R3,B001,4680-B,3.671,48.4,28.38
100427,2026-01-02 19:35:00,M3,Night,OP01,R2,B001,4680-B,3.701,50.87,27.7
100428,2026-01-02 19:40:00,M3,Night,OP11,R2,B001,4680-B,3.64,42.49,26.43
100429,2026-01-02 19:45:00,M3,Night,OP03,R1,B001,4680-B,3.647,41.54,29.02
100430,2026-01-02 19:50:00,M1,Night,OP05,R1,B001,4680-A,3.755,47.98,28.78
100431,2026-01-02 19:55:00,M4,Night,OP01,R2,B001,4680-B,3.682,47.7,29.68
100432,2026-01-02 20:00:00,M7,Night,OP09,R2,B001,4680-B,3.671,48.8,32.84
100433,2026-01-02 20:05:00,M1,Night,OP11,R1,B001,4680-B,3.66,50.98,28.64
100434,2026-01-02 20:10:00,M6,Night,OP01,R3,B001,4680-B,3.657,49.61,27.65
100435,2026-01-02 20:15:00,M5,Night,OP02,R2,B001,4680-B,3.681,47.97,26.2
100436,2026-01-02 20:20:00,M7,Night,OP12,R2,B001,4680-B,3.694,47.92,33.17
100437,2026-01-02 20:25:00,M6,Night,OP03,R2,B001,4680-B,3.722,49.67,29.64
100438,2026-01-02 20:30:00,M6,Night,OP09,R2,B001,4680-A,3.641,44.8,28.02
100439,2026-01-02 20:35:00,M7,Night,OP02,R2,B001,4680-A,3.662,47.44,30.39
100440,2026-01-02 20:40:00,M5,Night,OP06,R1,B001,4680-A,3.696,47.79,28.11
100441,2026-01-02 20:45:00,M6,Night,OP11,R2,B001,4680-B,3.682,42.07,28.97
100442,2026-01-02 20:50:00,M8,Night,OP10,R3,B001,4680-B,3.676,44.37,26.12
100443,2026-01-02 20:55:00,M3,Night,OP12,R2,B001,4680-B,3.726,51.66,29.2
100444,2026-01-02 21:00:00,M8,Night,OP01,R3,B001,4680-B,3.725,48.45,27.57
100445,2026-01-02 21:05:00,M7,Night,OP05,R3,B001,4680-A,3.662,47.09,30.33
100446,2026-01-02 21:10:00,M2,Night,OP11,R3,B001,4680-B,3.685,48.48,27.22
100447,2026-01-02 21:15:00,M6,Night,OP09,R3,B001,4680-A,3.693,51.57,28.01
100448,2026-01-02 21:20:00,M1,Night,OP03,R3,B001,4680-B,3.635,40.34,29.9
100449,2026-01-02 21:25:00,M1,Night,OP03,R1,B001,4680-A,3.639,47.33,29.87
100450,2026-01-02 21:30:00,M6,Night,OP06,R2,B001,4680-A,3.626,49.62,25.66
100451,2026-01-02 21:35:00,M3,Night,OP11,R2,B001,4680-B,3.663,40.23,29.52
100452,2026-01-02 21:40:00,M6,Night,OP08,R1,B001,4680-A,3.692,43.56,26.91
100453,2026-01-02 21:45:00,M6,Night,OP07,R2,B001,4680-B,3.68,49.74,28.37
100454,2026-01-02 21:50:00,M4,Night,OP02,R1,B001,4680-A,3.651,51.59,28.24
100455,2026-01-02 21:55:00,M8,Night,OP09,R2,B001,4680-A,3.679,45.2,27.68
100456,2026-01-02 22:00:00,M5,Night,OP05,R3,B001,4680-B,3.653,47.48,27.11
100457,2026-01-02 22:05:00,M4,Night,OP10,R2,B001,4680-B,3.639,43.16,31.42
100458,2026-01-02 22:10:00,M4,Night,OP02,R1,B001,4680-A,3.674,45.99,30.94
100459,2026-01-02 22:15:00,M8,Night,OP03,R3,B001,4680-B,3.662,53.48,30.08
100460,2026-01-02 22:20:00,M2,Night,OP11,R2,B001,4680-B,3.665,54.47,29.36
100461,2026-01-02 22:25:00,M2,Night,OP09,R3,B001,4680-B,3.702,48.9,26.79
100462,2026-01-02 22:30:00,M5,Night,OP03,R3,B001,4680-A,3.727,48.1,30.6
100463,2026-01-02 22:35:00,M6,Night,OP09,R1,B001,4680-A,3.694,45.97,26.49
100464,2026-01-02 22:40:00,M4,Night,OP03,R1,B001,4680-B,3.684,46.9,32.03
100465,2026-01-02 22:45:00,M1,Night,OP06,R3,B001,4680-B,3.64,45.09,28.37
100466,2026-01-02 22:50:00,M8,Night,OP09,R1,B001,4680-A,3.66,44.86,30.4
100467,2026-01-02 22:55:00,M2,Night,OP05,R2,B001,4680-B,3.716,50.16,29.07
100468,2026-01-02 23:00:00,M7,Night,OP07,R3,B001,4680-A,3.657,43.73,32.99
100469,2026-01-02 23:05:00,M3,Night,OP06,R3,B001,4680-A,3.67,47.25,31.0
100470,2026-01-02 23:10:00,M8,Night,OP08,R3,B001,4680-B,3.697,49.37,30.66
100471,2026-01-02 23:15:00,M3,Night,OP09,R3,B001,4680-A,3.661,50.78,32.33
100472,2026-01-02 23:20:00,M3,Night,OP07,R3,B001,4680-A,3.688,52.59,28.11
100473,2026-01-02 23:25:00,M2,Night,OP09,R1,B001,4680-B,3.696,51.22,29.02
100474,2026-01-02 23:30:00,M3,Night,OP03,R2,B001,4680-A,3.655,44.87,27.27
100475,2026-01-02 23:35:00,M6,Night,OP09,R2,B001,4680-A,3.742,44.69,24.07
100476,2026-01-02 23:40:00,M5,Night,OP04,R3,B001,4680-B,3.672,48.92,27.56
100477,2026-01-02 23:45:00,M3,Night,OP11,R2,B001,4680-A,3.706,46.25,29.63
100478,2026-01-02 23:50:00,M3,Night,OP10,R3,B001,4680-A,3.688,47.25,27.67
100479,2026-01-02 23:55:00,M3,Night,OP11,R3,B001,4680-B,3.695,50.2,31.21
100480,2026-01-03 00:00:00,M1,Night,OP01,R1,B001,4680-A,3.715,48.54,29.33
100481,2026-01-03 00:05:00,M5,Night,OP11,R1,B001,4680-B,3.692,46.05,25.41
100482,2026-01-03 00:10:00,M1,Night,OP08,R3,B001,4680-B,3.698,51.71,26.94
100483,2026-01-03 00:15:00,M5,Night,OP08,R1,B001,4680-B,3.689,53.11,28.04
100484,2026-01-03 00:20:00,M5,Night,OP08,R1,B001,4680-A,3.758,49.7,28.48
100485,2026-01-03 00:25:00,M3,Night,OP08,R2,B001,4680-B,3.703,49.14,24.48
100486,2026-01-03 00:30:00,M8,Night,OP04,R2,B001,4680-A,3.7,47.58,30.58
100487,2026-01-03 00:35:00,M6,Night,OP12,R2,B001,4680-B,3.674,45.45,25.55
100488,2026-01-03 00:40:00,M7,Night,OP03,R2,B001,4680-A,3.698,53.01,29.84
100489,2026-01-03 00:45:00,M6,Night,OP04,R2,B001,4680-A,3.644,49.33,28.79
100490,2026-01-03 00:50:00,M5,Night,OP08,R1,B001,4680-A,3.662,47.6,30.39
100491,2026-01-03 00:55:00,M2,Night,OP01,R2,B001,4680-B,3.656,49.94,28.03
100492,2026-01-03 01:00:00,M7,Night,OP04,R1,B001,4680-B,3.693,45.34,30.76
100493,2026-01-03 01:05:00,M6,Night,OP04,R1,B001,4680-B,3.702,46.88,27.13
100494,2026-01-03 01:10:00,M8,Night,OP08,R2,B001,4680-B,3.668,48.67,31.45
100495,2026-01-03 01:15:00,M1,Night,OP02,R2,B001,4680-B,3.637,42.72,29.87
100496,2026-01-03 01:20:00,M4,Night,OP04,R3,B001,4680-B,3.718,46.34,24.95
100497,2026-01-03 01:25:00,M1,Night,OP01,R2,B001,4680-B,3.663,48.55,33.12
100498,2026-01-03 01:30:00,M8,Night,OP05,R3,B001,4680-A,3.74,54.18,31.08
100499,2026-01-03 01:35:00,M2,Night,OP07,R1,B001,4680-B,3.711,49.78,30.42
