Cell_ID,Machine,OCV,DCIR,Capacity,Final_Result,Defect_Type
100580,M3,3.67,17.57,27.33,PASS,None
100581,M6,3.653,18.37,27.78,PASS,None
100582,M7,3.695,17.6,27.37,PASS,None
100583,M6,3.594,15.68,27.69,PASS,None
100584,M3,3.63,20.39,27.14,PASS,None
100585,M1,3.688,18.16,27.56,PASS,None
100586,M7,3.719,20.15,27.0,PASS,None
100587,M6,3.685,17.61,27.43,PASS,None
100588,M2,3.655,16.68,27.61,PASS,None
100589,M1,3.68,18.4,27.37,PASS,None
100590,M2,3.722,17.68,27.24,PASS,None
100591,M1,3.654,16.23,27.71,PASS,None
100592,M7,3.672,20.2,27.47,PASS,None
100593,M1,3.647,17.07,27.38,PASS,None
100594,M4,3.702,15.24,27.51,PASS,None
100595,M6,3.669,19.99,28.16,PASS,None
100596,M4,3.724,17.24,27.79,PASS,None
100597,M1,3.669,17.09,27.79,PASS,None
100598,M7,3.653,15.35,27.61,PASS,None
100599,M6,3.712,20.61,27.54,PASS,None
100600,M6,3.683,16.07,26.9,PASS,None
100601,M3,3.629,18.09,27.33,PASS,None
100602,M8,3.696,19.37,27.38,PASS,None
100603,M3,3.666,18.63,27.03,PASS,None
100604,M7,3.709,17.91,27.21,PASS,None
100605,M7,3.616,15.45,27.0,PASS,None
100606,M6,3.645,16.79,27.49,PASS,None
100607,M6,3.673,18.28,27.7,PASS,None
100608,M1,3.688,16.82,27.78,PASS,None
100609,M2,3.677,18.31,27.6,PASS,None
100610,M8,3.685,19.02,27.26,PASS,None
100611,M1,3.675,19.44,27.02,PASS,None
100612,M8,3.683,16.16,27.06,PASS,None
100613,M7,3.669,21.29,27.18,PASS,None
100614,M5,3.682,19.15,27.28,PASS,None
100615,M5,3.721,18.0,27.46,PASS,None
100616,M8,3.701,19.63,27.25,PASS,None
100617,M6,3.641,21.55,27.58,PASS,None
100618,M7,3.652,15.84,27.44,PASS,None
100619,M3,3.693,17.66,27.5,PASS,None
100620,M5,3.697,14.43,27.79,PASS,None
100621,M4,3.717,18.29,27.2,PASS,None
100622,M8,3.713,18.55,27.6,PASS,None
100623,M5,3.647,17.94,27.5,PASS,None
100624,M8,3.706,17.02,27.42,PASS,None
100625,M3,3.66,14.93,27.72,PASS,None
100626,M3,3.655,18.56,27.72,PASS,None
100627,M1,3.643,20.18,27.26,PASS,None
100628,M1,3.689,17.11,27.45,PASS,None
100629,M2,3.666,18.66,27.57,PASS,None
100630,M4,3.682,15.65,27.43,PASS,None
100631,M1,3.681,18.69,27.65,PASS,None
100632,M8,3.73,17.41,27.57,PASS,None
100633,M1,3.703,16.86,27.96,PASS,None
100634,M5,3.683,16.86,27.12,PASS,None
100635,M3,3.633,17.41,27.47,PASS,None
100636,M4,3.686,18.57,27.27,PASS,None
100637,M6,3.703,16.03,27.65,PASS,None
100638,M6,3.661,17.4,27.1,PASS,None
100639,M4,3.672,17.94,27.59,PASS,None
100640,M1,3.699,16.35,27.34,PASS,None
100641,M7,3.745,20.69,27.32,PASS,None
100642,M1,3.676,16.72,27.14,PASS,None
100643,M8,3.641,17.0,27.38,PASS,None
100644,M2,3.682,16.53,27.77,PASS,None
100645,M4,3.689,20.7,27.49,PASS,None
100646,M5,3.682,18.83,27.66,PASS,None
100647,M1,3.687,16.6,27.92,PASS,None
100648,M4,3.673,19.66,27.57,PASS,None
100649,M2,3.716,18.3,27.36,PASS,None
100650,M7,3.729,18.39,27.62,PASS,None
100651,M7,3.658,17.48,27.36,PASS,None
100652,M6,3.777,16.88,27.37,PASS,None
100653,M4,3.675,18.51,27.12,PASS,None
100654,M6,3.695,17.18,27.73,PASS,None
100655,M8,3.674,20.73,27.4,PASS,None
100656,M7,3.715,16.1,27.55,PASS,None
100657,M2,3.715,20.3,27.24,PASS,None
100658,M2,3.667,17.83,27.61,PASS,None
100659,M7,3.651,18.45,27.31,PASS,None
100660,M7,3.64,19.25,27.46,PASS,None
100661,M2,3.699,17.05,27.72,PASS,None
100662,M6,3.695,19.3,27.7,PASS,None
100663,M2,3.704,13.94,27.49,PASS,None
100664,M7,3.705,16.92,27.06,PASS,None
100665,M6,3.684,16.61,28.25,PASS,None
100666,M7,3.655,16.12,27.94,PASS,None
100667,M7,3.655,17.68,27.68,PASS,None
100668,M3,3.682,18.58,27.31,PASS,None
100669,M3,3.694,19.05,27.47,PASS,None
100670,M8,3.659,18.36,27.36,PASS,None
100671,M7,3.699,17.0,27.82,PASS,None
100672,M8,3.618,18.55,27.57,PASS,None
100673,M4,3.677,18.19,27.3,PASS,None
100674,M4,3.644,19.4,27.38,PASS,None
100675,M5,3.743,19.17,27.78,PASS,None
100676,M7,3.658,18.05,27.9,PASS,None
100677,M7,3.685,16.65,27.88,PASS,None
100678,M5,3.762,17.02,27.69,PASS,None
100679,M8,3.679,17.18,27.44,PASS,None
100680,M6,3.669,17.53,26.69,PASS,None
100681,M4,3.653,18.4,27.57,PASS,None
100682,M7,3.679,19.07,27.5,PASS,None
100683,M3,3.707,17.92,27.53,PASS,None
100684,M8,3.676,18.02,27.51,PASS,None
100685,M5,3.656,18.21,27.17,PASS,None
100686,M8,3.684,17.23,27.64,PASS,None
100687,M4,3.693,16.61,27.66,PASS,None
100688,M7,3.658,15.37,27.67,PASS,None
100689,M8,3.732,16.96,27.74,PASS,None
100690,M1,3.714,18.71,27.65,PASS,None
100691,M2,3.661,16.95,27.4,PASS,None
100692,M3,3.719,17.64,27.48,PASS,None
100693,M7,3.677,18.7,27.52,PASS,None
100694,M1,3.602,18.78,27.53,PASS,None
100695,M4,3.663,16.38,27.75,PASS,None
100696,M8,3.729,19.5,27.66,PASS,None
100697,M6,3.697,19.69,28.02,PASS,None
100698,M5,3.674,16.31,28.05,PASS,None
100699,M3,3.638,16.76,27.52,PASS,None
100700,M8,3.651,19.79,26.54,PASS,None
100701,M6,3.641,17.78,27.81,PASS,None
100702,M8,3.7,14.67,27.36,PASS,None
100703,M1,3.668,15.9,27.3,PASS,None
100704,M6,3.662,17.63,27.4,PASS,None
100705,M4,3.677,16.26,27.39,PASS,None
100706,M6,3.68,17.38,27.65,PASS,None
100707,M4,3.676,18.05,27.11,PASS,None
100708,M3,3.691,20.19,27.23,PASS,None
100709,M7,3.701,17.56,27.59,PASS,None
100710,M8,3.682,19.61,27.66,PASS,None
100711,M1,3.664,20.14,27.66,PASS,None
100712,M5,3.725,20.15,27.3,PASS,None
100713,M3,3.687,18.43,27.26,PASS,None
100714,M8,3.689,15.06,27.37,PASS,None
100715,M6,3.635,18.69,27.56,PASS,None
100716,M2,3.632,19.57,27.87,PASS,None
100717,M3,3.678,17.88,26.99,PASS,None
100718,M2,3.659,20.62,27.44,PASS,None
100719,M2,3.712,19.29,27.17,PASS,None
100720,M3,3.696,18.85,27.09,PASS,None
100721,M7,3.727,19.63,27.74,PASS,None
100722,M7,3.641,18.5,27.64,PASS,None
100723,M3,3.705,14.26,27.61,PASS,None
100724,M5,3.7,17.25,27.73,PASS,None
100725,M8,3.627,19.8,27.38,PASS,None
100726,M1,3.678,16.79,27.39,PASS,None
100727,M7,3.677,17.66,28.05,PASS,None
100728,M7,3.729,16.43,27.44,PASS,None
100729,M8,3.672,20.68,27.68,PASS,None
100730,M1,3.703,20.52,27.5,PASS,None
100731,M5,3.689,16.67,27.04,PASS,None
100732,M3,3.676,18.22,26.99,PASS,None
100733,M2,3.733,16.98,27.36,PASS,None
100734,M6,3.643,18.92,27.76,PASS,None
100735,M4,3.735,18.76,27.7,PASS,None
100736,M5,3.673,19.22,27.73,PASS,None
100737,M6,3.712,18.5,27.25,PASS,None
100738,M4,3.689,22.4,27.9,PASS,None
100739,M7,3.747,16.46,27.26,PASS,None
100740,M4,3.66,15.43,27.55,PASS,None
100741,M5,3.657,17.41,27.5,PASS,None
100742,M6,3.666,15.65,27.46,PASS,None
100743,M5,3.662,15.76,27.83,PASS,None
100744,M3,3.712,16.5,27.32,PASS,None
100745,M3,3.68,16.62,27.16,PASS,None
100746,M3,3.698,16.57,27.5,PASS,None
100747,M7,3.731,18.78,27.4,PASS,None
100748,M7,3.687,17.24,28.34,PASS,None
100749,M2,3.676,17.73,27.67,PASS,None
100750,M6,3.72,19.34,27.4,PASS,None
100751,M1,3.639,16.85,27.24,PASS,None
100752,M6,3.665,17.6,27.03,PASS,None
100753,M4,3.686,18.55,27.24,PASS,None
100754,M5,3.644,15.09,27.53,PASS,None
100755,M3,3.621,14.42,27.86,PASS,None
100756,M1,3.676,18.52,27.78,PASS,None
100757,M1,3.656,18.74,27.56,PASS,None
100758,M8,3.639,21.1,27.42,PASS,None
100759,M3,3.71,18.24,27.57,PASS,None
100760,M5,3.666,19.23,27.37,PASS,None
100761,M5,3.662,17.71,27.93,PASS,None
100762,M1,3.673,18.45,27.45,PASS,None
100763,M4,3.734,20.5,27.48,PASS,None
100764,M2,3.662,14.81,26.95,PASS,None
100765,M2,3.689,18.62,27.45,PASS,None
100766,M8,3.64,21.2,27.71,PASS,None
100767,M2,3.665,18.42,27.23,PASS,None
100768,M8,3.766,20.48,27.31,PASS,None
100769,M2,3.7,17.06,27.7,PASS,None
100770,M6,3.74,17.95,27.13,PASS,None
100771,M7,3.713,18.05,27.76,PASS,None
100772,M2,3.655,14.67,27.37,PASS,None
100773,M3,3.696,16.25,27.4,PASS,None
100774,M3,3.728,16.35,27.22,PASS,None
100775,M4,3.651,19.23,27.59,PASS,None
100776,M2,3.698,19.31,28.11,PASS,None
100777,M6,3.628,18.49,27.7,PASS,None
100778,M4,3.693,19.24,27.28,PASS,None
100779,M4,3.68,17.75,27.78,PASS,None
100780,M1,3.69,19.8,27.42,PASS,None
100781,M4,3.618,18.01,27.84,PASS,None
100782,M1,3.659,18.09,27.7,PASS,None
100783,M2,3.715,17.6,26.76,PASS,None
100784,M1,3.647,19.03,27.25,PASS,None
100785,M7,3.671,17.37,27.74,PASS,None
100786,M3,3.686,19.46,27.54,PASS,None
100787,M2,3.641,16.3,27.24,PASS,None
100788,M1,3.723,16.35,27.34,PASS,None
100789,M7,3.652,19.03,27.02,PASS,None
100790,M2,3.672,17.87,27.48,PASS,None
100791,M5,3.716,17.32,28.05,PASS,None
100792,M4,3.633,19.34,27.7,PASS,None
100793,M7,3.646,17.09,28.05,PASS,None
100794,M5,3.686,17.7,27.72,PASS,None
100795,M1,3.672,20.1,27.76,PASS,None
100796,M2,3.711,20.31,27.99,PASS,None
100797,M5,3.639,20.36,27.59,PASS,None
100798,M2,3.64,17.58,27.45,PASS,None
100799,M1,3.687,19.85,27.76,PASS,None
100800,M5,3.684,16.58,27.86,PASS,None
100801,M5,3.728,16.64,27.38,PASS,None
100802,M6,3.709,14.47,27.32,PASS,None
100803,M5,3.708,20.51,27.53,PASS,None
100804,M8,3.651,16.7,27.71,PASS,None
100805,M1,3.702,17.81,27.7,PASS,None
100806,M6,3.639,16.63,27.14,PASS,None
100807,M2,3.669,19.04,27.98,PASS,None
100808,M1,3.691,17.44,27.34,PASS,None
100809,M8,3.709,16.04,27.43,PASS,None
100810,M3,3.648,18.66,27.27,PASS,None
100811,M4,3.693,15.85,28.17,PASS,None
100812,M6,3.701,16.74,27.56,PASS,None
100813,M2,3.733,14.84,27.29,PASS,None
100814,M3,3.698,15.86,27.72,PASS,None
100815,M7,3.688,18.27,27.69,PASS,None
100816,M5,3.651,15.05,27.45,PASS,None
100817,M1,3.677,15.78,27.71,PASS,None
100818,M5,3.724,18.0,27.29,PASS,None
100819,M8,3.698,17.18,27.38,PASS,None
100820,M4,3.703,20.99,27.0,PASS,None
100821,M3,3.7,20.75,27.17,PASS,None
100822,M4,3.686,16.7,27.95,PASS,None
100823,M6,3.713,18.84,27.91,PASS,None
100824,M5,3.64,19.12,27.52,PASS,None
100825,M7,3.673,17.1,27.92,PASS,None
100826,M5,3.698,15.76,27.46,PASS,None
100827,M7,3.741,17.98,27.44,PASS,None
100828,M2,3.708,17.74,27.51,PASS,None
100829,M7,3.672,17.35,27.47,PASS,None
100830,M7,3.656,18.66,27.45,PASS,None
100831,M5,3.641,16.87,27.79,PASS,None
100832,M6,3.673,16.27,27.54,PASS,None
100833,M4,3.703,18.16,27.68,PASS,None
100834,M2,3.658,18.58,27.76,PASS,None
100835,M8,3.766,16.24,27.6,PASS,None
100836,M2,3.637,19.39,27.26,PASS,None
100837,M8,3.692,15.34,27.16,PASS,None
100838,M2,3.688,17.13,27.54,PASS,None
100839,M1,3.677,17.61,27.46,PASS,None
100840,M2,3.765,17.05,27.52,PASS,None
100841,M7,3.71,17.15,27.5,PASS,None
100842,M5,3.689,20.81,28.15,PASS,None
100843,M8,3.691,16.72,27.17,PASS,None
100844,M2,3.65,21.66,27.0,PASS,None
100845,M2,3.717,18.66,27.58,PASS,None
100846,M3,3.681,18.14,27.41,PASS,None
100847,M2,3.662,18.71,27.58,PASS,None
100848,M2,3.683,21.79,27.65,PASS,None
100849,M8,3.711,16.51,27.82,PASS,None
100850,M2,3.627,16.32,27.12,PASS,None
100851,M3,3.656,16.87,27.36,PASS,None
100852,M8,3.681,18.05,27.61,PASS,None
100853,M3,3.656,15.41,27.69,PASS,None
100854,M5,3.685,18.03,28.05,PASS,None
100855,M1,3.654,20.54,27.74,PASS,None
100856,M5,3.665,18.23,27.49,PASS,None
100857,M1,3.666,17.56,27.28,PASS,None
100858,M3,3.638,17.07,27.36,PASS,None
100859,M1,3.687,19.35,27.35,PASS,None
100860,M8,3.692,16.76,27.66,PASS,None
100861,M6,3.714,20.77,27.56,PASS,None
100862,M1,3.674,20.9,27.17,PASS,None
100863,M1,3.712,18.39,27.39,PASS,None
100864,M6,3.681,17.98,27.72,PASS,None
100865,M2,3.655,19.55,27.59,PASS,None
100866,M5,3.672,19.64,27.64,PASS,None
100867,M4,3.659,16.79,27.6,PASS,None
100868,M3,3.672,17.21,27.91,PASS,None
100869,M6,3.715,16.02,27.56,PASS,None
100870,M3,3.64,18.61,27.4,PASS,None
100871,M5,3.692,19.0,27.27,PASS,None
100872,M2,3.677,15.98,27.56,PASS,None
100873,M1,3.701,17.32,26.89,PASS,None
100874,M6,3.724,15.98,27.45,PASS,None
100875,M6,3.726,16.65,27.45,PASS,None
100876,M1,3.679,18.83,27.16,PASS,None
100877,M2,3.675,16.9,27.27,PASS,None
100878,M6,3.715,17.55,27.7,PASS,None
100879,M2,3.646,15.56,27.56,PASS,None
100880,M3,3.67,18.28,27.53,PASS,None
100881,M8,3.644,17.93,27.58,PASS,None
100882,M6,3.633,16.91,27.52,PASS,None
100883,M7,3.661,17.72,27.81,PASS,None
100884,M3,3.715,18.27,27.53,PASS,None
100885,M7,3.647,16.78,27.14,PASS,None
100886,M6,3.704,15.79,27.91,PASS,None
100887,M8,3.69,20.71,27.59,PASS,None
100888,M4,3.632,17.05,27.35,PASS,None
100889,M2,3.686,17.85,27.19,PASS,None
100890,M8,3.694,19.52,27.6,PASS,None
100891,M4,3.651,23.29,27.47,PASS,None
100892,M5,3.634,16.13,27.89,PASS,None
100893,M1,3.701,18.67,27.41,PASS,None
100894,M3,3.695,16.94,27.29,PASS,None
100895,M6,3.698,17.19,27.72,PASS,None
100896,M8,3.699,16.92,27.73,PASS,None
100897,M3,3.683,16.31,27.54,PASS,None
100898,M5,3.714,17.94,27.67,PASS,None
100899,M2,3.701,15.79,27.49,PASS,None
100900,M7,3.707,19.42,27.56,PASS,None
100901,M2,3.685,18.08,27.79,PASS,None
100902,M1,3.684,18.63,27.66,PASS,None
100903,M7,3.655,17.3,27.46,PASS,None
100904,M6,3.634,17.45,27.84,PASS,None
100905,M5,3.699,18.43,26.91,PASS,None
100906,M4,3.676,16.25,28.01,PASS,None
100907,M8,3.654,17.46,27.07,PASS,None
100908,M1,3.679,16.71,27.34,PASS,None
100909,M8,3.664,16.66,27.49,PASS,None
100910,M4,3.728,14.84,27.46,PASS,None
100911,M2,3.737,20.01,27.75,PASS,None
100912,M7,3.686,16.97,27.24,PASS,None
100913,M2,3.696,19.75,27.57,PASS,None
100914,M3,3.693,19.6,27.36,PASS,None
100915,M3,3.69,16.07,27.57,PASS,None
100916,M8,3.672,16.37,27.48,PASS,None
100917,M5,3.656,21.84,27.52,PASS,None
100918,M2,3.663,20.63,27.36,PASS,None
100919,M7,3.64,17.95,27.37,PASS,None
100920,M7,3.656,18.39,27.57,PASS,None
100921,M4,3.682,17.05,27.74,PASS,None
100922,M7,3.699,18.65,27.35,PASS,None
100923,M2,3.674,16.92,27.28,PASS,None
100924,M4,3.633,14.95,27.65,PASS,None
100925,M7,3.675,16.02,27.49,PASS,None
100926,M4,3.699,18.03,27.71,PASS,None
100927,M6,3.644,16.3,27.27,PASS,None
100928,M7,3.665,17.9,27.06,PASS,None
100929,M5,3.657,16.39,27.37,PASS,None
100930,M7,3.66,16.83,27.31,PASS,None
100931,M3,3.676,19.28,27.48,PASS,None
100932,M2,3.627,18.37,27.34,PASS,None
100933,M6,3.684,17.99,27.69,PASS,None
100934,M8,3.653,19.32,27.43,PASS,None
100935,M1,3.675,18.72,27.54,PASS,None
100936,M3,3.664,20.17,27.54,PASS,None
100937,M1,3.738,17.31,27.55,PASS,None
100938,M1,3.706,17.36,27.49,PASS,None
100939,M6,3.692,16.05,27.63,PASS,None
100940,M5,3.702,17.36,27.3,PASS,None
100941,M4,3.675,19.45,27.85,PASS,None
100942,M6,3.674,19.95,27.44,PASS,None
100943,M2,3.626,19.44,27.17,PASS,None
100944,M7,3.676,15.31,27.55,PASS,None
100945,M1,3.736,19.62,27.29,PASS,None
100946,M5,3.668,15.24,27.67,PASS,None
100947,M3,3.733,19.35,28.05,PASS,None
100948,M3,3.649,17.45,27.3,PASS,None
100949,M4,3.655,19.05,27.58,PASS,None
100950,M6,3.703,16.0,27.06,PASS,None
100951,M6,3.718,19.76,27.61,PASS,None
100952,M2,3.682,15.8,27.28,PASS,None
100953,M6,3.658,17.0,27.34,PASS,None
100954,M3,3.705,16.5,27.22,PASS,None
100955,M6,3.662,15.37,27.68,PASS,None
100956,M5,3.714,18.14,27.75,PASS,None
100957,M3,3.616,20.71,27.51,PASS,None
100958,M4,3.648,22.0,27.28,PASS,None
100959,M7,3.688,18.15,27.9,PASS,None
100960,M8,3.616,19.68,27.31,PASS,None
100961,M1,3.601,18.35,26.96,PASS,None
100962,M5,3.727,18.75,27.61,PASS,None
100963,M8,3.68,17.49,27.22,PASS,None
100964,M5,3.676,18.29,27.75,PASS,None
100965,M2,3.617,18.81,27.4,PASS,None
100966,M5,3.69,17.13,27.65,PASS,None
100967,M8,3.664,17.88,27.85,PASS,None
100968,M6,3.701,17.91,27.2,PASS,None
100969,M4,3.667,19.24,27.36,PASS,None
100970,M1,3.699,16.4,27.48,PASS,None
100971,M3,3.703,17.92,27.88,PASS,None
100972,M5,3.698,20.87,27.34,PASS,None
100973,M7,3.655,19.75,27.35,PASS,None
100974,M6,3.677,20.02,27.62,PASS,None
100975,M8,3.685,18.04,27.36,PASS,None
100976,M3,3.709,18.48,27.54,PASS,None
100977,M5,3.653,19.5,27.11,PASS,None
100978,M5,3.722,20.34,28.05,PASS,None
100979,M6,3.636,15.07,27.16,PASS,None
100980,M6,3.676,16.03,27.42,PASS,None
100981,M7,3.692,19.96,27.49,PASS,None
100982,M5,3.59,17.58,27.98,PASS,None
100983,M1,3.716,16.99,27.17,PASS,None
100984,M8,3.714,16.12,28.0,PASS,None
100985,M7,3.712,17.17,27.69,PASS,None
100986,M1,3.648,15.9,27.6,PASS,None
100987,M6,3.666,21.14,27.25,PASS,None
100988,M3,3.668,17.97,27.64,PASS,None
100989,M2,3.623,17.91,27.32,PASS,None
100990,M6,3.676,18.88,27.82,PASS,None
100991,M8,3.712,19.44,27.26,PASS,None
100992,M3,3.653,19.42,27.47,PASS,None
100993,M7,3.698,19.61,27.36,PASS,None
100994,M7,3.691,17.05,27.25,PASS,None
100995,M1,3.67,17.55,27.69,PASS,None
100996,M1,3.751,19.15,27.63,PASS,None
100997,M1,3.679,17.21,27.8,PASS,None
100998,M4,3.671,17.99,27.06,PASS,None
100999,M3,3.698,18.6,27.77,PASS,None
101000,M3,3.658,19.18,28.13,PASS,None
101001,M5,3.7,15.33,27.39,PASS,None
101002,M7,3.635,19.07,27.97,PASS,None
101003,M8,3.67,17.65,27.43,PASS,None
101004,M7,3.636,19.06,27.16,PASS,None
101005,M3,3.638,19.17,27.42,PASS,None
101006,M3,3.692,20.41,27.76,PASS,None
101007,M7,3.655,20.03,27.29,PASS,None
101008,M1,3.667,20.02,27.35,PASS,None
101009,M1,3.664,20.17,27.65,PASS,None
101010,M8,3.661,18.44,27.5,PASS,None
101011,M8,3.686,18.05,27.65,PASS,None
101012,M1,3.688,19.31,27.56,PASS,None
101013,M5,3.699,19.1,27.62,PASS,None
101014,M7,3.693,17.54,27.39,PASS,None
101015,M5,3.707,18.61,27.56,PASS,None
101016,M4,3.719,17.95,27.27,PASS,None
101017,M4,3.674,16.72,27.82,PASS,None
101018,M5,3.648,19.94,27.34,PASS,None
101019,M4,3.636,18.08,27.78,PASS,None
101020,M4,3.666,21.07,27.44,PASS,None
101021,M2,3.632,15.56,27.55,PASS,None
101022,M3,3.685,17.16,27.38,PASS,None
101023,M2,3.639,18.05,27.25,PASS,None
101024,M8,3.725,19.71,27.06,PASS,None
101025,M1,3.7,18.6,27.24,PASS,None
101026,M5,3.679,18.47,27.42,PASS,None
101027,M7,3.621,16.31,27.55,PASS,None
101028,M1,3.688,16.26,27.75,PASS,None
101029,M6,3.62,18.48,27.39,PASS,None
101030,M2,3.709,15.95,27.28,PASS,None
101031,M2,3.65,17.2,27.14,PASS,None
101032,M5,3.705,18.75,27.62,PASS,None
101033,M7,3.66,16.53,27.85,PASS,None
101034,M3,3.711,20.41,27.82,PASS,None
101035,M3,3.654,19.84,27.68,PASS,None
101036,M8,3.619,15.64,27.66,PASS,None
101037,M6,3.669,16.6,27.92,PASS,None
101038,M8,3.682,14.57,27.58,PASS,None
101039,M8,3.716,16.83,27.66,PASS,None
101040,M6,3.67,19.15,27.42,PASS,None
101041,M6,3.684,17.38,27.16,PASS,None
101042,M7,3.726,18.69,27.33,PASS,None
101043,M8,3.676,15.72,27.5,PASS,None
101044,M3,3.723,19.2,27.52,PASS,None
101045,M1,3.701,17.17,27.98,PASS,None
101046,M8,3.682,18.02,27.52,PASS,None
101047,M6,3.679,17.86,27.79,PASS,None
101048,M1,3.692,16.09,27.39,PASS,None
101049,M7,3.684,16.27,27.42,PASS,None
101050,M8,3.664,19.45,27.17,PASS,None
101051,M8,3.651,18.6,27.31,PASS,None
101052,M8,3.682,19.58,27.63,PASS,None
101053,M2,3.665,18.49,27.5,PASS,None
101054,M1,3.659,18.21,27.74,PASS,None
101055,M4,3.661,15.41,27.55,PASS,None
101056,M6,3.668,17.59,27.41,PASS,None
101057,M8,3.645,17.96,28.04,PASS,None
101058,M6,3.657,20.93,27.48,PASS,None
101059,M2,3.713,19.03,27.79,PASS,None
101060,M6,3.691,20.3,27.4,PASS,None
101061,M6,3.657,18.9,27.68,PASS,None
101062,M3,3.704,16.93,27.73,PASS,None
101063,M2,3.672,18.18,27.55,PASS,None
101064,M4,3.661,18.35,26.91,PASS,None
101065,M8,3.704,16.59,27.5,PASS,None
101066,M2,3.698,17.42,27.81,PASS,None
101067,M8,3.69,17.69,27.63,PASS,None
101068,M8,3.661,20.41,27.61,PASS,None
101069,M7,3.702,14.88,27.07,PASS,None
101070,M3,3.645,19.81,27.32,PASS,None
101071,M7,3.699,16.59,27.6,PASS,None
101072,M7,3.662,15.94,27.6,PASS,None
101073,M5,3.646,19.77,27.8,PASS,None
101074,M8,3.696,19.1,27.46,PASS,None
101075,M5,3.645,19.88,27.6,PASS,None
101076,M4,3.676,19.2,27.5,PASS,None
101077,M6,3.649,21.09,27.25,PASS,None
101078,M6,3.679,18.84,26.94,PASS,None
101079,M8,3.686,17.77,27.61,PASS,None
101080,M5,3.776,18.51,27.54,PASS,None
101081,M1,3.68,19.87,27.35,PASS,None
101082,M1,3.666,16.83,27.1,PASS,None
101083,M5,3.7,17.02,27.66,PASS,None
101084,M1,3.718,17.54,27.43,PASS,None
101085,M1,3.65,14.84,27.64,PASS,None
101086,M4,3.72,18.21,27.97,PASS,None
101087,M4,3.639,15.17,26.96,PASS,None
101088,M1,3.744,18.08,27.33,PASS,None
101089,M6,3.695,19.3,27.45,PASS,None
101090,M5,3.651,17.28,27.86,PASS,None
101091,M4,3.652,20.52,27.09,PASS,None
101092,M4,3.68,15.81,27.98,PASS,None
101093,M8,3.656,19.79,27.53,PASS,None
101094,M3,3.712,19.01,27.48,PASS,None
101095,M7,3.661,15.43,27.45,PASS,None
101096,M5,3.673,22.07,27.39,PASS,None
101097,M1,3.717,17.9,27.76,PASS,None
101098,M1,3.649,16.68,27.23,PASS,None
101099,M5,3.647,15.89,27.59,PASS,None
101100,M2,3.651,17.67,27.4,PASS,None
101101,M3,3.712,17.81,27.31,PASS,None
101102,M7,3.69,18.15,28.15,PASS,None
101103,M2,3.65,17.55,27.6,PASS,None
101104,M6,3.652,18.95,27.65,PASS,None
101105,M4,3.679,17.42,27.78,PASS,None
101106,M1,3.744,15.1,27.14,PASS,None
101107,M8,3.632,17.78,27.94,PASS,None
101108,M1,3.698,14.45,26.87,PASS,None
101109,M2,3.647,18.53,27.31,PASS,None
101110,M1,3.637,16.53,27.39,PASS,None
101111,M8,3.731,18.25,27.65,PASS,None
101112,M6,3.681,19.97,27.55,PASS,None
101113,M3,3.701,16.58,27.46,PASS,None
101114,M2,3.714,19.59,27.5,PASS,None
101115,M7,3.658,17.35,27.26,PASS,None
101116,M2,3.675,20.63,27.13,PASS,None
101117,M1,3.691,17.45,27.68,PASS,None
101118,M1,3.677,16.74,27.67,PASS,None
101119,M3,3.693,19.03,27.9,PASS,None
101120,M4,3.627,17.35,27.3,PASS,None
101121,M8,3.65,16.74,27.67,PASS,None
101122,M6,3.68,17.28,27.43,PASS,None
101123,M1,3.68,17.93,27.8,PASS,None
101124,M1,3.743,20.01,27.76,PASS,None
101125,M2,3.672,15.1,27.55,PASS,None
101126,M2,3.66,18.03,27.42,PASS,None
101127,M7,3.691,18.94,27.74,PASS,None
101128,M3,3.659,18.29,27.66,PASS,None
101129,M7,3.708,19.96,27.33,PASS,None
101130,M5,3.652,17.89,27.17,PASS,None
101131,M1,3.743,17.72,27.43,PASS,None
101132,M2,3.726,18.89,27.88,PASS,None
101133,M2,3.696,18.15,27.79,PASS,None
101134,M4,3.673,17.41,27.22,PASS,None
101135,M3,3.704,18.77,27.21,PASS,None
101136,M4,3.751,17.02,27.82,PASS,None
101137,M8,3.735,17.08,27.22,PASS,None
101138,M5,3.674,17.21,27.63,PASS,None
101139,M2,3.642,20.03,27.35,PASS,None
101140,M6,3.682,13.17,27.9,PASS,None
101141,M2,3.624,18.59,27.31,PASS,None
101142,M4,3.708,18.05,27.79,PASS,None
101143,M6,3.701,15.48,27.55,PASS,None
101144,M3,3.681,18.46,27.56,PASS,None
101145,M6,3.688,18.71,27.01,PASS,None
101146,M6,3.686,18.88,26.95,PASS,None
101147,M5,3.692,14.02,27.44,PASS,None
101148,M8,3.653,20.05,27.56,PASS,None
101149,M5,3.673,16.89,27.22,PASS,None
101150,M3,3.641,19.03,27.23,PASS,None
101151,M5,3.592,19.11,27.64,PASS,None
101152,M5,3.668,16.68,27.64,PASS,None
101153,M2,3.737,18.99,27.47,PASS,None
101154,M7,3.707,17.42,27.7,PASS,None
101155,M5,3.664,14.89,27.21,PASS,None
101156,M3,3.678,19.75,27.41,PASS,None
101157,M5,3.682,16.84,27.91,PASS,None
101158,M7,3.648,16.72,27.52,PASS,None
101159,M4,3.712,17.4,27.53,PASS,None
101160,M3,3.602,18.41,28.08,PASS,None
